N,종목명,닉네임,작성시간,제목,내용,크롤링일자,형태소,긍정_형태소_수,부정_형태소_수,중립_형태소_수,감성_점수,감성,신뢰도
244,한화갤러리아,사람답게살자,2분 전,애들은 다 나가라,부모님 모시고 오든지 세벳돈 받으면 다시와라.,2026-02-11 13:42:10,"부모님, 모시고, 오든지, 세벳돈, 받으면, 다시와라",0,0,6,0,중립,0.0
245,하이트진로,apt강남,2분 전,난 한주도 없다~다만 미래를 이야기 할뿐,으 잉 ~~ ㅋㅋㅋ,2026-02-11 13:42:10,,0,0,0,0,중립,0.0
246,SK,나르드르,2분 전,종가 33만,제곧내 ㅇㅈ,2026-02-11 13:42:10,제곧내,0,0,1,0,중립,0.0
247,세명전기,빅샷23,2분 전,언제가것노..,장기적으로는 우상향인거 같은데.. 급등 좋아하는 사람은 몬 기다리건노.. ㅎ,2026-02-11 13:42:10,"장기적으로는, 우상향인거, 같은데, 급등, 좋아하는, 사람은, 기다리건노",3,0,4,6,긍정,0.429
248,메디포스트,심장의칼,2분 전,유증찌라시,인가 와이러누,2026-02-11 13:42:10,"인가, 와이러누",0,0,2,0,중립,0.0
249,한국비엔씨,adfad,2분 전,이회사는 파이프라인이 도데체 몇개냐??ㅋㅋㅋ,파킨슨고친다고 하더니 이젠 릴리도 이긴다네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하나에 집중을해도모질란데,2026-02-11 13:42:11,"파킨슨고친다고, 하더니, 이젠, 릴리도, 이긴다네, 하나에, 집중을해도모질란데",0,0,7,0,중립,0.0
250,플루토스,플루토스관련주,2분 전,리더스 때부터 쳐물린 오래된 주주로서..,핀텔같은 거지종목은 나가세요 얘도 지금 무서운데,2026-02-11 13:42:11,"핀텔같은, 거지종목은, 나가세요, 얘도, 지금, 무서운데",0,1,5,-1,부정,0.167
251,스피어,늦잠이,2분 전,흐미 추락한다...,추락한다...,2026-02-11 13:42:11,추락한다,0,0,1,0,중립,0.0
252,LG전자,투자픽,2분 전,선탈출이 답,탈출! 탈출이 답입니다.,2026-02-11 13:42:11,"탈출, 탈출이, 답입니다",0,0,3,0,중립,0.0
253,KODEX 200선물인버스2X,48쓰,2분 전,이상하노. 오늘 지수가 하락해야는데 외인이 갑자기 포지션 급변경하노.,내일 옵션 만기 전에 털어야 할 콜옵션이 있나벼.,2026-02-11 13:42:11,"내일, 옵션, 만기, 전에, 털어야, 콜옵션이, 있나벼",0,0,7,0,중립,0.0
254,DL이앤씨,텐버거장투,2분 전,smr 원전 관련주라고 왔더만 개떵이다,개떵이네 젠장할,2026-02-11 13:42:11,"개떵이네, 젠장할",1,0,1,2,긍정,0.5
255,현대바이오,주가조작이꿈입니다,2분 전,내 이럴거 같드라,아침에 욕심 안내고 10퍼만 먹고 나왔다 1만 밑에서 다시 올까 생각중,2026-02-11 13:42:11,"아침에, 욕심, 안내고, 퍼만, 먹고, 나왔다, 밑에서, 다시, 올까, 생각중",0,1,9,-1,부정,0.1
256,카카오뱅크,C컵독신녀,2분 전,일희일비,하지말고 딱 일년만 묻어둬봐 그럼 15000 윈대 가 잇슬거야,2026-02-11 13:42:12,"하지말고, 일년만, 묻어둬봐, 그럼, 윈대, 잇슬거야",0,0,6,0,중립,0.0
257,아크릴,샘들이,2분 전,안티글 올리는 지금도 주가는 상승하고 있다..,안티글 적을시간에 올라타라~~ 진득히 가지고있으면 상가있다~ 내일 갭까지 주는종목이다~~ ㅉㅉ,2026-02-11 13:42:12,"안티글, 적을시간에, 올라타라, 진득히, 가지고있으면, 상가있다, 내일, 갭까지, 주는종목이다",1,1,7,1,긍정,0.222
258,이스트소프트,하나둘셋,2분 전,하나더 잡개미헌터,날 차단해서 나한테는 글이 안보여서 뭐라는지 알수없지만 대충 감은온다 수리수리 하고 잡개미헌터 그들이 광고하는 종목 맹신해선 절대 안된다 떠바치기용 매수자 될수잇음 단 단타 잘하면 들어가서 단타로 조금식 먹고 나올수는 있다 근데 꽉잡으란다고 잡고 기다리다간 폐가망신 수리랑 잡개미 그 밑에 댓글다는애들 다 한패거리,2026-02-11 13:42:12,"차단해서, 나한테는, 글이, 안보여서, 뭐라는지, 알수없지만, 대충, 감은온다, 수리수리, 하고",3,4,31,-1,부정,0.184
259,CG인바이츠,차트꼬라지하고는,2분 전,상한가 7종목...,"그중 3종목이 동전주...ㅋㅋㅋ 개바이츠야~ 호재 언제 나오노??? 몇일전 언급한 코디 이제 지폐주로 등극했다. 금호에이치티도 차트이쁘네...금호 상한가 확률이 높을까, 이런씨지 10% 오르는 확률이 높을까?",2026-02-11 13:42:12,"그중, 종목이, 동전주, 개바이츠야, 호재, 나오노, 몇일전, 언급한, 코디, 이제",3,0,19,8,긍정,0.136
260,우리기술,희망찬속보기술자,2분 전,낼도 가장!!,ㅎㅎㅎㅎㅎㅎㅎ 조아,2026-02-11 13:42:12,조아,0,0,1,0,중립,0.0
261,미국 USD,객관적관점,2분 전,[윤어게인 지지] 뭉쳐서 함께 싸워서 버티고 또 버텨서 반드시 이깁시다!!!!,"솔직히, 국민의힘을 온전히 믿지는 못하겠습니다. 그러나, 저는 선거날 투표소에 가서 국민의힘에 투표 할 것입니다. 왜냐하면, 민주당 독재, 이재명 독재, 좌파의 사회주의 개헌 움직임을 두고만 볼 수는 없기 때문입니다. 물론, 부정선거를 정면으로 혁파하지 못한다면 가능성이 높지 않을 수 있고, 국힘 내부의 수많은 친중 인사들과 분탕세력을 생각하면 그리 밝아 보이진 않습니다. 하지만, 국민으로서의 소명 의식은 결코 주저 앉아 포기하라고 하지 않습니다. 복합적이고 중첩된 문제 상황에서, 당장할 수 있는 일은 우선 민주당에 반대하는 일입니다. 그게 바로 투표입니다. 먼저 지방선거를 승리하는 일부터 생각합니다. 미국 트럼프의 MAGA 정권은 강력하게 부정선거에 철퇴를 가하고 있습니다. 미국 내 이슈가 최우선이지만, 결국 글로벌 부정선거 카르텔을 놔두고는 근본적으로 중국 공산당에 의한 글로벌 하이브리드 분탕질을 근절할 수 없음을 인지하고 있기에 결국은 한국의 선관위와 부정선거 세력에 직격탄을 날릴 시점이 다가오고 있습니다. 그 때까지 ""윤어게인""은 ""윤어게인"" 대로 싸우고, 국민의힘은 국민의힘대로 전략적으로 싸우고, 우리 당원들은 우리 당원대로 똘똘 뭉쳐서 와해되지 않아야 하며, 비록 돈벌이 유투버, 온갖 잡스러운 세력일지라도 우리 진영에 함께 하고 있다면 그들을 체찍질하며 함께 싸움을 이끌어 가야 합니다. 진짜 누가봐도 간첩임이 명확한 한동훈계, 이준석계, 오세훈 등등은 반드시 내쳐야 합니다만. 다소 기회주의자 기질이 있어 눈쌀을 찌뿌리게 만드는 정도라면 어느 정도는 눈감고 대 전선을 함께 형상해서 좌파 공산주의에 맞서야 합니다. 미 트럼프 MAGA 정권은 현재 부정선거 혁파를 제1 우선과제로 삼고 있는 이상, 반드시 공조의 기회는 오게 되어 있습니다. 그때까지 우리는 뭉치고 또 뭉쳐야 합니다. 비록 국민의힘이 부족해 보여도, 때론 장동혁 지도부가 미진해 보여도, 절대 흩어져서는 안됩니다!!!! 뭉쳐서 함께 싸워서 버티고 또 버텨서 반드시 이깁시다!!!!",2026-02-11 13:42:12,"솔직히, 국민의힘을, 온전히, 믿지는, 못하겠습니다, 그러나, 저는, 선거날, 투표소에, 가서",3,10,197,-5,부정,0.062
262,SK하이닉스,HH82619,2분 전,"D램, 낸드, HBM 모두 다 할줄아는 삼성전자","HBM만 만들줄 아는 SK하이닉스보다 D램, 낸드, HBM, 파운드리 모두 다 할줄 아는 삼성전자가 지금 같은 변동장세에서는 더 안전하고 유리해요",2026-02-11 13:42:12,"만들줄, 아는, 하이닉스보다, 낸드, 파운드리, 모두, 할줄, 아는, 삼성전자가, 지금",0,1,13,-1,부정,0.071
263,우리기술,김건희급주가조작,2분 전,아니 왜 오늘 오르냐고!!!,월요일에 물량 대부분 정리했는데 타이밍 한번 거지같네,2026-02-11 13:42:13,"월요일에, 물량, 대부분, 정리했는데, 타이밍, 한번, 거지같네",0,0,7,0,중립,0.0
264,휴림로봇,구룡포,2분 전,도배를하네,사기꾼들이 도배를하네 아이고 돈벌어 먹을께그렇게없을까? 휴림 좋은정보 안갈켜줘도 되니까 너희 지인들 친인척들 가족들한테 정보 갈키주고 돈 많이 벌어라. 여기방에선 좀 꺼져주면 좋겠다.,2026-02-11 13:42:13,"사기꾼들이, 도배를하네, 아이고, 돈벌어, 먹을께그렇게없을까, 휴림, 좋은정보, 안갈켜줘도, 되니까, 너희",2,2,16,0,중립,0.2
265,SK바이오팜,친근한대응꿀벌,2분 전,아제투칼너,3상 결과 3월을 기다렸?,2026-02-11 13:42:13,"결과, 월을, 기다렸",0,0,3,0,중립,0.0
266,한국비엔씨,바람꽃님,2분 전,그래도 공매도 상관없이 폭등 가능한 주식이라는 점은 긍정적.,공매도는 돈벌기 어렵다. 더 떨어지기가 불가능한 상황.,2026-02-11 13:42:13,"공매도는, 돈벌기, 어렵다, 떨어지기가, 불가능한, 상황",0,2,4,-3,부정,0.333
267,인텔리안테크,광대의제자,2분 전,매수시작,내일을 위해서,2026-02-11 13:42:13,"내일을, 위해서",0,0,2,0,중립,0.0
268,나라스페이스테크놀로지,파아란v,2분 전,오버행 조심,누르는게 아니고 올라오면 판다... 새력도 그래서 안 올린다... 하락횡보 3월에 보호예수 물량 또 풀린다... 아찔.. 조심조심,2026-02-11 13:42:13,"누르는게, 아니고, 올라오면, 판다, 새력도, 그래서, 올린다, 하락횡보, 월에, 보호예수",1,3,10,-2,부정,0.286
269,알테오젠,무도회,2분 전,순대한접시,이걸배당이라고 생색내냐 껌값도아니고 순대게늠 껌사서 순대게라생각하고 질근질근 10고십다,2026-02-11 13:42:14,"이걸배당이라고, 생색내냐, 껌값도아니고, 순대게늠, 껌사서, 순대게라생각하고, 질근질근, 고십다",1,1,6,1,긍정,0.25
270,LG전자,주식은존버가이김,2분 전,폭락직전ㅋㅋ,자자 설거지 드간다,2026-02-11 13:42:14,"자자, 설거지, 드간다",0,0,3,0,중립,0.0
271,하이트진로,철이다,2분 전,진로,남들 다갈때 이놈은 소주 맥주 짬뽕해서 만이 마셨는가 정신을 못차리네요~ㅠㅠ,2026-02-11 13:42:14,"남들, 다갈때, 이놈은, 소주, 맥주, 짬뽕해서, 만이, 마셨는가, 정신을, 못차리네요",0,1,9,-1,부정,0.1
272,KODEX 200선물인버스2X,니나노888,2분 전,야수의 심장으로 매수한다는 주식 명언이 있지?,지금의 곱버스는?? 짐승의 심장으로 매수하는거다 이해하냐 곱등아?,2026-02-11 13:42:14,"지금의, 곱버스는, 짐승의, 심장으로, 매수하는거다, 이해하냐, 곱등아",1,0,6,1,긍정,0.143
273,흥구석유,착한사람,2분 전,흥,흥 흥구야 잉 다시 만 삼천원대로 가자 잉 백주 삽입하게 잉 흥구 멍구 황구 신나 발라서 삽입 퐁 퐁 찌르게 잉 ㅎㅎ,2026-02-11 13:42:14,"흥구야, 다시, 삼천원대로, 가자, 백주, 삽입하게, 흥구, 멍구, 황구, 신나",1,0,12,1,긍정,0.077
274,두산에너빌리티,매너있는잔고영웅,2분 전,지금 못 잡으면 오후엔 추격입니다,1시 이후 버티는 종목은 더 갑니다,2026-02-11 13:42:14,"이후, 버티는, 종목은, 갑니다",1,0,3,1,긍정,0.25
275,롯데쇼핑,장투인듯장투아닌단타같은나,2분 전,12 고점 매도 승리자,축하드립니다 고점찍고 이제 하락 시작이네요. 현백 폭락 이마트 롯쇼 긴 윗꼬리 형성 전형적인 고점패턴... 고점 매도자분들 축하드립니다 K국장은 줄때 먹는것이 승리자. 저점매수 기회 매번 오거든요...,2026-02-11 13:42:15,"축하드립니다, 고점찍고, 이제, 하락, 시작이네요, 현백, 폭락, 이마트, 롯쇼, 윗꼬리",2,3,19,-3,부정,0.208
276,아크릴,라파엘라,2분 전,단기 8만짜리다,ㅉㅉ 매도하면 베아플걸 ㅋㅋ,2026-02-11 13:42:15,"매도하면, 베아플걸",0,1,1,-1,부정,0.5
277,실리콘투,김뻥투기,2분 전,솔직히 이종목은 중간이없음,실적잘나오면 20% 조금이라도 빗나가면 -20% 참고로 2연벙 당해봄,2026-02-11 13:42:15,"실적잘나오면, 조금이라도, 빗나가면, 참고로, 연벙, 당해봄",0,0,6,0,중립,0.0
278,두산퓨얼셀,신중하자한방이다,2분 전,곧 출발한다,ㅋㅋㅋㅋㅋㅋㅋㅋ,2026-02-11 13:42:15,,0,0,0,0,중립,0.0
279,서남,마이튜러,2분 전,상온초전도체 개발했다면,대방인데 말이쥐`,2026-02-11 13:42:15,"대방인데, 말이쥐",0,0,2,0,중립,0.0
280,현대ADM,nan바람소리,2분 전,내일 은 상간다,내일은. 상 가자,2026-02-11 13:42:16,"내일은, 가자",1,0,1,1,긍정,0.5
281,톱텍,Thdhhdjjxhx,2분 전,재무로 보면 이 기업은 침몰하는 중임,재무 좋을때도 주가는 바닥이었음 코스닥 천시대에 아직도 600대에 살고 있는 톱텍,2026-02-11 13:42:16,"재무, 좋을때도, 주가는, 바닥이었음, 코스닥, 천시대에, 아직도, 대에, 살고, 있는",1,0,10,1,긍정,0.091
282,네이처셀,후이아이,2분 전,게시판에 공매도가 어딨냐 ㅌㅋㅋ,돈많고 똑똑한 집단인데 ㅋㅋㅋㅋ 구정쉬고 실망매물 가주아 !!!!,2026-02-11 13:42:16,"돈많고, 똑똑한, 집단인데, 구정쉬고, 실망매물, 가주아",0,1,5,-2,부정,0.167
283,앱코,30프로,2분 전,앱코 폭등할거같다,상승 여력 : 서울시장 정치 테마주 고배당주 동전주 자사주 소각 흑자전환 하락 여력 : 4분기 실적 결론 : 6월 지방 선거철에 폭등각이다,2026-02-11 13:42:16,"상승, 여력, 서울시장, 정치, 테마주, 고배당주, 동전주, 자사주, 소각, 흑자전환",3,1,14,5,긍정,0.222
284,OCI홀딩스,대표학벌이주가핵심,2분 전,실적도 없고 부실기업 인수했지! 할만큼 했어 PBR0 7 이제 팔고떠나라,ㅋㅋㅋㅋㅋ,2026-02-11 13:42:16,,0,0,0,0,중립,0.0
285,한미반도체,푸른바다푸른하늘이,2분 전,낼옵션만기,이기도 하구 억지로 죄금 누르네 명절 지나야 되긋네 ㅎ,2026-02-11 13:42:16,"이기도, 하구, 억지로, 죄금, 누르네, 명절, 지나야, 되긋네",0,0,8,0,중립,0.0
286,현대차,의리없는똥괭이,2분 전,내 살다살다 외국인이 개미한테 깨진 종목은 처음봤다. 현대차 대단하네..,개미 큰손인가?,2026-02-11 13:42:17,"개미, 큰손인가",1,0,1,2,긍정,0.5
287,에이비엘바이오,대변감별사,2분 전,회사 IR담당과 통화해보면 알수있다@,"기술이 진짜라고 확신했고 가치는 곧 드러날거다. 삼천당, 한미렁 비교해 보면 알거다.",2026-02-11 13:42:17,"기술이, 진짜라고, 확신했고, 가치는, 드러날거다, 삼천당, 한미렁, 비교해, 보면, 알거다",1,0,9,2,긍정,0.1
288,KG모빌리언스,캑터스프라이빗에쿼티,2분 전,주가 하락 그리고 누르기를 방치하는 사측은 미필적 고의에 의한 부작위에 해당 배임죄를 저지르고 있는 것입니다,"주가 등락 여부를 떠나 반드시 KG사측의 책임을 물어야 할 것입니다. 주가조작 세력에 의해 주가가 현저히 훼손될 때 회사측에서 이를 방임 내지 방기 한다면 이것은 형법 제 18조 '미필적 고의에 의한 부작위' 관련 범죄가 성립 될 수 있는가의 여부에 대해서 알아 봅시다. 주가조작 세력에 의해 주가가 현저히 훼손 되고 있음에도 회사측 경영진이 이를 방임 방기한 행위는 상황에따라 미필적고의에 의한 부작위 관련 범죄 특히 업무상 배임죄가 성립될 가능성이 있습니다. 법적 쟁점과 근거는 다음과 같습니다. 미필적 고의에 의한 부작위(부진정부작위범)의 일반적인 근거 규정은 대한민국 형법 제18조(부작위범)입니다. 세부 내용은 다음과 같습니다. 형법 제18조(부작위범): ""위험의 발생을 방지할 의무가 있거나 자기의 행위로 인하여 위험발생의 원인을 야기한 자가 그 위험발생을 방지하지 아니한 때에는 그 발생된 결과에 의하여 처벌한다"". 미필적 고의와의 결합: 위험 발생 가능성을 인식하고도(미필적 고의) 마땅히 해야 할 행위를 하지 않아(부작위) 결과가 발생했다면, 이 조항을 근거로 처벌받게 됩니다. 이상에서 알수있듯 우리는 KG그룹 전계열사 경영진 주담 및 관련 이사진 등을 주가조작 방조범으로 그 법적책임을 물을 수가 있는 것입니다. 그룹 전체 계열사 수십만명의 주주들이 오랜 세월 동안 재산상 손실을 어마어마하게 보고 있습니다 누가 주가조작 작전세력이든 간에 그것보다 더 중요한 것은 주식을 상장한 상장사를 경영하는 회사측이 주가를 2년 이상 하락시키는 즉 정체 불명 외국인 프로그램 계정으로 무한 반복적으로 주가 상승을 막고 하락시키는 행위에 대해 사측 주담 등이 그것을 방임함으로 인해 막대한 재산상 손실을 보고 있는 일반 소액 주주들의 권익을 심각하게 침해한 행위에 대해서는 형법제 18조에서 규정하고있는 미필적 고의에 의한 부작위, 업무상 배임에 해당된다고 할 것이며 이를 근거로 반드시 그 책임을 물어야 하고 사측은 그 죄과에 대해 응당 법적 책임을 져야만 할 것입니다.",2026-02-11 13:42:17,"주가, 등락, 여부를, 떠나, 반드시, 사측의, 책임을, 물어야, 것입니다, 주가조작",1,11,209,-17,부정,0.054
